product_id,product_name,platform,product_price
154,Transcof,assembly,$1867.04
155,Namfix,basic,$771.56
156,Aerified,python,$1910.28
157,Ronstring,basic,$114.93
158,Daltfresh,assembly,$623.93
159,Andalax,basic,$1935.71
160,Zoolab,assembly,$753.31
161,Ronstring,basic,$1572.50
162,Zathin,javascript,$1127.13
163,Cardify,basic,$861.50
164,Home Ing,basic,$975.49
165,Ventosanzap,javascript,$920.95
166,Prodder,basic,$797.91
167,Solarbreeze,power_shell,$726.98
168,Zamit,basic,$1610.32
169,Toughjoyfax,assembly,$503.12
170,Ventosanzap,basic,$1040.85
171,Andalax,javascript,$149.74
172,Cardguard,assembly,$497.95
173,Zamit,assembly,$680.21
174,Fintone,javascript,$1529.05
175,Tresom,assembly,$217.25
176,Alphazap,bash,$290.22
177,Konklux,basic,$1524.50
178,Fintone,basic,$1735.11
179,Namfix,assembly,$349.77
180,Duobam,basic,$1714.78
181,Domainer,assembly,$1583.42
182,Tin,basic,$1899.70
183,Y-Solowarm,basic,$1583.46
184,Ventosanzap,assembly,$1177.98
185,Redhold,assembly,$261.86
186,Otcom,power_shell,$296.76
187,Zoolab,assembly,$573.56
188,Cookley,basic,$281.57
189,Stronghold,basic,$1839.94
190,Bytecard,basic,$1897.78
191,Andalax,assembly,$514.01
192,Cardguard,basic,$385.32
193,Gembucket,assembly,$995.47
194,Solarbreeze,basic,$1320.27
195,Bamity,basic,$1465.22
196,Rank,basic,$387.97
197,Sonsing,basic,$1470.62
198,Bytecard,assembly,$231.65
199,Vagram,assembly,$152.70
200,Sonair,assembly,$1273.85
201,Trippledex,assembly,$424.78
202,Fintone,basic,$784.55
203,Y-find,basic,$1549.55
204,Fix San,assembly,$354.49
205,Biodex,basic,$333.32
206,Trippledex,basic,$1184.21
207,Fixflex,basic,$1581.08
208,Toughjoyfax,c#,$1896.49
209,Treeflex,basic,$1856.36
210,Transcof,c#,$1453.74
211,Zaam-Dox,basic,$1798.63
212,Konklab,basic,$1046.46
213,Holdlamis,assembly,$103.11
214,Bamity,basic,$1726.91
215,Transcof,basic,$1849.23
216,Stronghold,basic,$1017.18
217,Latlux,assembly,$1335.25
218,Bitchip,javascript,$1806.76
219,Opela,assembly,$449.27
220,Sonsing,javascript,$180.17
221,Stim,basic,$994.40
222,Lotstring,javascript,$1191.99
223,Aerified,assembly,$1563.03
224,Domainer,javascript,$1687.67
225,Fix San,assembly,$426.82
226,Lotlux,assembly,$1930.37
227,Alphazap,javascript,$662.39
228,Trippledex,basic,$512.79
229,Keylex,basic,$1035.20
230,Bamity,basic,$368.53
231,Kanlam,c#,$1258.35
232,Sonsing,assembly,$192.06
233,Fintone,basic,$1436.30
234,Bigtax,basic,$108.39
235,Asoka,bash,$1431.86
236,Zoolab,assembly,$1372.23
237,Sub-Ex,basic,$1377.91
238,Zontrax,assembly,$912.11
239,Alphazap,basic,$1827.13
240,Fixflex,basic,$1662.47
241,Domainer,assembly,$651.59
242,Konklab,basic,$1493.17
243,Hatity,assembly,$177.68
244,Latlux,basic,$1924.13
245,Sub-Ex,assembly,$1609.02
246,Hatity,assembly,$1614.76
247,Andalax,basic,$1368.51
248,Gembucket,basic,$941.60
249,Temp,basic,$1960.88
250,Rank,basic,$1975.55
251,Bitchip,basic,$284.39
252,Temp,basic,$287.93
253,Tres-Zap,assembly,$1010.32
254,Ronstring,c#,$1998.67
255,Flexidy,power_shell,$326.73
256,Konklab,basic,$1503.26
257,Sonair,c#,$535.83
258,It,basic,$282.98
259,Cardify,assembly,$732.88
260,Alpha,assembly,$455.82
261,Pannier,basic,$896.45
262,Alpha,assembly,$1516.49
263,Redhold,assembly,$1652.93
264,Fixflex,basic,$315.04
265,Viva,basic,$1194.51
266,Wrapsafe,c#,$1654.43
267,Job,c#,$1214.14
268,Cardguard,c#,$528.98
269,Fintone,basic,$1718.73
270,Wrapsafe,assembly,$778.19
271,Bitwolf,basic,$596.80
272,Gembucket,assembly,$1813.12
273,Subin,javascript,$188.03
274,Flexidy,basic,$244.63
275,Opela,basic,$1784.85
276,Ventosanzap,assembly,$1070.54
277,Otcom,basic,$1689.43
278,Mat Lam Tam,bash,$1390.26
279,Flowdesk,basic,$608.79
280,Tin,basic,$492.31
281,Asoka,basic,$1050.22
282,Gembucket,basic,$857.79
283,Job,basic,$1149.12
284,Fixflex,basic,$171.38
285,Tin,assembly,$399.51
286,Pannier,basic,$1561.43
287,Asoka,basic,$1856.38
288,Andalax,javascript,$1422.31
289,Toughjoyfax,basic,$1699.92
290,Daltfresh,basic,$1488.81
291,Tresom,basic,$761.80
292,Matsoft,assembly,$1356.71
293,Veribet,assembly,$287.42
294,Stringtough,assembly,$1881.64
295,Zathin,assembly,$440.23
296,Bitchip,basic,$1728.25
297,Sonsing,basic,$160.11
298,Hatity,c#,$860.04
299,Temp,assembly,$1199.42
300,Tempsoft,basic,$516.84
301,Aerified,basic,$406.15
302,Bytecard,basic,$577.97
303,Keylex,basic,$935.38
304,Viva,bash,$307.51
305,Voyatouch,basic,$1316.99
306,Zoolab,c#,$1884.89
307,Zamit,javascript,$937.28
308,Stringtough,assembly,$298.51
309,Bitchip,assembly,$1268.63
310,Bitwolf,c#,$1923.23
311,Voltsillam,assembly,$1496.77
312,Aerified,basic,$1543.99
313,Zathin,basic,$325.27
314,Y-find,basic,$992.18
315,Rank,javascript,$107.45
316,Span,assembly,$331.03
317,Bitwolf,basic,$1308.14
318,Zathin,assembly,$933.63
319,Alpha,c#,$345.88
320,Solarbreeze,assembly,$1009.02
321,Overhold,basic,$670.40
322,Tin,basic,$169.64
323,It,basic,$869.52
324,Vagram,basic,$228.91
325,Prodder,javascript,$1848.48
326,Cookley,assembly,$543.62
327,Cardguard,basic,$1980.14
328,Quo Lux,basic,$1707.72
329,Pannier,basic,$482.89
330,Pannier,power_shell,$1591.78
331,Cardguard,basic,$445.54
332,Bitwolf,basic,$878.28
333,Stronghold,assembly,$307.35
334,Gembucket,assembly,$1532.70
335,Konklux,basic,$1886.61
336,Lotlux,basic,$199.64
337,Toughjoyfax,basic,$1969.11
338,Cardify,basic,$1398.27
339,Asoka,javascript,$1289.57
340,Y-Solowarm,assembly,$832.29
341,Cardguard,assembly,$205.75
342,Zaam-Dox,assembly,$209.21
343,Zontrax,assembly,$1071.85
344,Prodder,basic,$1043.04
345,Hatity,ruby,$957.36
346,Lotlux,assembly,$932.70
347,Overhold,assembly,$273.45
348,Fintone,basic,$386.40
349,Voyatouch,bash,$693.20
350,Cardguard,basic,$1195.67
351,Lotstring,basic,$1341.50
352,Cookley,javascript,$955.13
353,Tresom,basic,$1076.74
354,Voltsillam,assembly,$1033.34
355,Y-Solowarm,javascript,$1994.42
356,Flowdesk,c#,$228.26
357,Zaam-Dox,basic,$765.69
358,Zontrax,assembly,$1408.00
359,Cardify,assembly,$766.89
360,Fixflex,assembly,$1707.37
361,Namfix,javascript,$808.49
362,Zoolab,javascript,$1135.27
363,Toughjoyfax,assembly,$820.21
364,Stringtough,assembly,$820.74
365,Flexidy,assembly,$627.53
366,Home Ing,basic,$1487.07
367,Opela,basic,$1614.79
368,Stim,assembly,$246.52
369,Aerified,basic,$1705.28
370,Sub-Ex,basic,$1044.33
371,Bitwolf,basic,$473.65
372,Wrapsafe,basic,$1011.89
373,Voyatouch,bash,$1565.25
374,Asoka,basic,$1159.88
375,Otcom,basic,$821.05
376,Namfix,power_shell,$1664.63
377,Tres-Zap,basic,$1117.49
378,Temp,basic,$1622.69
379,Prodder,basic,$1465.46
380,Mat Lam Tam,basic,$1179.63
381,Stronghold,assembly,$733.61
382,Aerified,basic,$864.68
383,Zathin,assembly,$1147.37
384,Alpha,c#,$1062.54
385,Latlux,c#,$1537.44
386,Redhold,javascript,$1700.29
387,Viva,assembly,$151.61
388,Namfix,javascript,$1104.82
389,Solarbreeze,c#,$944.93
390,Konklux,basic,$1295.91
391,Bitwolf,basic,$1372.29
392,Zontrax,basic,$1553.41
393,Redhold,basic,$1129.35
394,Bitwolf,basic,$1676.79
395,Ventosanzap,assembly,$1844.24
396,Rank,assembly,$997.20
397,Konklux,assembly,$1078.36
398,Namfix,assembly,$903.08
399,Bigtax,basic,$279.42
400,Daltfresh,javascript,$1985.62
401,Cardify,basic,$1284.14
402,Greenlam,assembly,$1878.22
403,Konklux,javascript,$1290.82
404,Latlux,assembly,$1934.26
405,Tempsoft,assembly,$1267.45
406,Stim,assembly,$1811.05
407,Daltfresh,basic,$1368.89
408,Sonsing,basic,$498.80
409,Duobam,basic,$224.08
410,Voltsillam,bash,$969.81
411,Hatity,python,$778.67
412,Zaam-Dox,javascript,$1314.56
413,Tresom,assembly,$501.35
414,Job,basic,$100.78
415,Bitwolf,assembly,$179.43
416,Alpha,basic,$1632.51
417,Asoka,assembly,$1719.44
418,Zaam-Dox,basic,$1004.82
419,Holdlamis,assembly,$447.87
420,Span,javascript,$611.90
421,Cardguard,javascript,$1856.77
422,Stim,basic,$1796.23
423,Keylex,javascript,$869.46
424,Tampflex,assembly,$1118.36
425,Domainer,assembly,$1081.84
426,Flowdesk,basic,$883.55
427,Latlux,basic,$192.91
428,Kanlam,c#,$1670.73
429,Y-Solowarm,basic,$843.28
430,Holdlamis,basic,$1267.24
431,Lotstring,basic,$129.22
432,Y-find,basic,$1453.51
433,Solarbreeze,basic,$1571.95
434,Voltsillam,basic,$884.44
435,Bytecard,basic,$1728.37
436,Keylex,basic,$1776.14
437,Quo Lux,basic,$1755.41
438,Redhold,c,$1981.64
439,Greenlam,assembly,$1115.64
440,Daltfresh,basic,$862.01
441,Tempsoft,bash,$1515.30
442,Tres-Zap,basic,$521.61
443,Subin,basic,$1341.83
444,Sub-Ex,assembly,$470.19
445,Pannier,basic,$757.08
446,Matsoft,assembly,$1976.77
447,Daltfresh,c#,$653.28
448,Opela,basic,$1226.04
449,Bytecard,basic,$249.60
450,Duobam,assembly,$133.45
451,Bamity,bash,$967.99
452,Sonair,bash,$613.82
453,Andalax,assembly,$1151.41
454,Pannier,basic,$1913.78
455,Alphazap,c#,$904.19
456,Transcof,basic,$1593.92
457,Lotstring,power_shell,$1075.20
458,Transcof,assembly,$119.45
459,Biodex,basic,$1451.09
460,Bigtax,basic,$1980.49
461,Alphazap,basic,$348.52
462,Toughjoyfax,bash,$1790.32
463,Voyatouch,javascript,$191.52
464,Zoolab,basic,$1618.33
465,Stronghold,basic,$928.73
466,Domainer,basic,$657.50
467,Toughjoyfax,basic,$1790.64
468,Redhold,basic,$300.75
469,Duobam,assembly,$968.63
470,Stringtough,c#,$1374.76
471,Treeflex,basic,$826.12
472,Bitchip,assembly,$1210.37
473,Ronstring,basic,$444.24
474,Fixflex,bash,$1889.54
475,Cardguard,assembly,$907.39
476,Subin,basic,$696.66
477,Biodex,assembly,$1114.21
478,Gembucket,assembly,$957.26
479,Treeflex,basic,$866.09
480,Tin,assembly,$235.52
481,Overhold,basic,$552.99
482,Cardguard,basic,$953.45
483,Bitchip,basic,$1020.31
484,Stim,assembly,$1440.67
485,Vagram,basic,$610.24
486,Tres-Zap,basic,$1699.01
487,Regrant,assembly,$1238.35
488,Flowdesk,basic,$687.02
489,Asoka,basic,$1715.86
490,Asoka,assembly,$137.28
491,Matsoft,basic,$832.74
492,Greenlam,assembly,$1425.85
493,Subin,bash,$1214.07
494,Namfix,javascript,$284.28
495,Fixflex,c#,$1594.35
496,Tresom,bash,$542.93
497,Regrant,basic,$385.60
498,Sonsing,javascript,$610.49
499,Cardify,basic,$1986.02
500,Bigtax,javascript,$1324.56
501,Treeflex,c#,$1313.25
502,Bytecard,basic,$1005.67
503,Transcof,basic,$1684.90
504,It,bash,$1025.80
505,Y-find,python,$199.58
506,Biodex,basic,$1778.32
507,Zathin,assembly,$954.24
508,Sonsing,basic,$1448.61
509,Voltsillam,assembly,$485.12
510,Fix San,basic,$1779.88
511,Redhold,assembly,$753.83
512,Rank,c#,$1748.38
513,Matsoft,basic,$1215.58
514,Bitchip,basic,$390.04
515,Cardguard,basic,$1109.87
516,Vagram,basic,$1785.98
517,Ronstring,assembly,$148.58
518,Tampflex,basic,$966.68
519,Namfix,javascript,$461.52
520,Lotstring,basic,$1320.60
521,Overhold,c#,$326.66
522,Biodex,assembly,$647.28
523,Job,basic,$1448.25
524,Asoka,bash,$563.89
525,Bitchip,c,$1348.18
526,Stim,basic,$611.18
527,Lotstring,basic,$1023.24
528,Kanlam,assembly,$1547.72
529,Cardify,basic,$758.35
530,Latlux,basic,$912.63
531,Asoka,basic,$1253.30
532,Daltfresh,basic,$1330.51
533,Bamity,basic,$1285.90
534,Latlux,basic,$359.90
535,Stronghold,basic,$904.75
536,Bytecard,basic,$1902.12
537,Holdlamis,basic,$859.98
538,Konklab,bash,$1987.10
539,Duobam,basic,$956.64
540,Fix San,assembly,$245.82
541,Y-Solowarm,basic,$1563.78
542,Ventosanzap,basic,$499.55
543,Toughjoyfax,assembly,$121.98
544,Redhold,javascript,$544.98
545,Span,assembly,$1071.83
546,Duobam,basic,$939.78
547,Zamit,python,$448.58
548,Y-Solowarm,basic,$1148.98
549,Sub-Ex,basic,$1451.60
550,Tresom,basic,$1001.36
551,Duobam,assembly,$608.00
552,Domainer,c#,$1808.86
553,Cardify,bash,$683.55
554,Sonair,assembly,$1450.45
555,Holdlamis,javascript,$1807.33
556,Domainer,basic,$1498.41
557,Cookley,basic,$520.09
558,Pannier,c#,$191.36
559,Tampflex,assembly,$1190.53
560,Rank,assembly,$816.12
561,Konklab,basic,$1476.30
562,Cookley,basic,$854.17
563,Greenlam,basic,$158.56
564,Lotlux,basic,$128.67
565,Andalax,basic,$577.04
566,Sub-Ex,assembly,$198.58
567,Veribet,basic,$1913.01
568,Sub-Ex,basic,$1748.08
569,Alpha,basic,$829.31
570,Fintone,basic,$1526.37
571,Zamit,bash,$911.52
572,Tin,bash,$463.73
573,Wrapsafe,javascript,$1894.21
574,Cookley,assembly,$1227.77
575,Kanlam,basic,$1974.49
576,Y-find,javascript,$681.60
577,Redhold,c#,$822.54
578,Y-find,basic,$766.73
579,Matsoft,basic,$926.23
580,Voyatouch,assembly,$595.18
581,Duobam,javascript,$1715.12
582,Tempsoft,basic,$626.38
583,Opela,assembly,$859.38
584,Fix San,c#,$565.06
585,Matsoft,basic,$1635.72
586,Greenlam,assembly,$1024.53
587,Toughjoyfax,javascript,$1969.31
588,Stronghold,basic,$473.04
589,Stronghold,assembly,$951.91
590,Latlux,javascript,$996.48
591,Pannier,assembly,$458.44
592,Transcof,assembly,$1177.72
593,Sub-Ex,javascript,$846.54
594,Stringtough,basic,$947.03
595,Cookley,assembly,$1438.04
596,Sonsing,basic,$682.64
597,Holdlamis,basic,$727.54
598,Biodex,basic,$1391.59
599,It,basic,$1882.53
600,Cardguard,basic,$505.55
601,Cardguard,basic,$300.33
602,Daltfresh,basic,$1270.71
603,Lotstring,assembly,$711.57
604,Greenlam,assembly,$1421.90
605,Holdlamis,assembly,$1624.96
606,Temp,assembly,$1467.48
607,Aerified,basic,$1994.70
608,Vagram,bash,$413.32
609,Bitchip,assembly,$1820.95
610,Transcof,basic,$1713.40
611,Stim,basic,$1359.70
612,Overhold,basic,$1291.14
613,Treeflex,javascript,$1354.51
614,Stim,basic,$418.28
615,Tin,assembly,$265.26
616,Tin,javascript,$1180.73
617,Tres-Zap,assembly,$1806.06
618,Kanlam,assembly,$574.19
619,Cookley,basic,$1107.47
620,Bytecard,javascript,$1505.50
621,Zoolab,assembly,$1573.81
622,Sub-Ex,assembly,$388.12
623,Domainer,basic,$1430.73
624,Greenlam,basic,$1477.39
625,Ronstring,assembly,$1571.73
626,Biodex,c,$940.36
627,Toughjoyfax,basic,$1234.25
628,Tempsoft,basic,$1701.30
629,Sonsing,assembly,$1643.92
630,Aerified,basic,$460.51
631,Cardify,assembly,$474.11
632,Otcom,basic,$1976.76
633,Bytecard,javascript,$1191.45
634,Mat Lam Tam,javascript,$1812.73
635,Bytecard,basic,$1672.51
636,Bigtax,assembly,$1062.07
637,Aerified,basic,$235.58
638,Gembucket,basic,$1593.00
639,Veribet,assembly,$1428.06
640,Sonair,c#,$1796.72
641,Zontrax,c#,$1155.63
642,Rank,basic,$558.91
643,Opela,basic,$1560.29
644,Tres-Zap,basic,$292.87
645,Hatity,javascript,$363.49
646,Kanlam,assembly,$894.38
647,Voyatouch,basic,$881.90
648,Rank,assembly,$787.79
649,Transcof,basic,$155.19
650,Duobam,basic,$617.44
651,Konklab,javascript,$950.91
652,Tin,assembly,$927.78
653,Zoolab,basic,$1769.54
654,Bigtax,assembly,$1637.04
655,Holdlamis,basic,$576.27
656,Solarbreeze,assembly,$269.23
657,Asoka,power_shell,$1942.00
658,Rank,assembly,$1698.26
659,Opela,assembly,$1639.24
660,Cardify,basic,$695.71
661,Vagram,assembly,$758.04
662,Viva,basic,$1704.20
663,Y-Solowarm,basic,$969.74
664,Namfix,basic,$1517.11
665,Bytecard,assembly,$1790.41
666,Prodder,basic,$185.87
667,Mat Lam Tam,basic,$985.34
668,Sonsing,assembly,$285.89
669,It,basic,$1437.31
670,Cookley,basic,$414.14
671,Bitchip,javascript,$1799.78
672,Solarbreeze,basic,$1119.24
673,Zathin,basic,$1979.94
674,Regrant,basic,$287.33
675,Duobam,basic,$579.22
676,Stronghold,assembly,$200.66
677,Cardify,basic,$581.71
678,Bitwolf,javascript,$1544.59
679,Zoolab,bash,$1026.66
680,Lotstring,basic,$1194.23
681,Subin,javascript,$1508.23
682,Temp,basic,$1768.22
683,Domainer,assembly,$789.16
684,Regrant,basic,$1189.39
685,Solarbreeze,basic,$1222.79
686,Gembucket,assembly,$560.35
687,Cardify,assembly,$129.35
688,Fintone,basic,$112.03
689,Stim,basic,$1430.21
690,Zathin,assembly,$460.06
691,Cardify,basic,$772.52
692,Zathin,assembly,$901.83
693,Zaam-Dox,basic,$1059.26
694,Sub-Ex,assembly,$587.80
695,Cookley,bash,$186.99
696,Latlux,basic,$1170.67
697,Ronstring,basic,$1509.33
698,Zaam-Dox,basic,$1342.77
699,Bamity,basic,$1998.05
700,Gembucket,assembly,$1549.90
701,Matsoft,c#,$970.96
702,Alpha,c#,$1208.13
703,Konklux,basic,$199.12
704,Bigtax,basic,$496.88
705,Hatity,assembly,$1752.11
706,Bamity,basic,$1639.22
707,Sonsing,basic,$936.57
708,Kanlam,javascript,$341.94
709,Overhold,basic,$131.33
710,Treeflex,javascript,$1003.63
711,Asoka,basic,$1608.14
712,Sub-Ex,basic,$656.22
713,Matsoft,javascript,$1219.11
714,Fintone,assembly,$1096.54
715,Redhold,basic,$740.93
716,Asoka,assembly,$1244.69
717,Stringtough,javascript,$602.04
718,Cardify,javascript,$409.49
719,Bitchip,basic,$1279.19
720,Holdlamis,basic,$1514.83
721,Konklab,javascript,$1829.93
722,Voltsillam,basic,$544.13
723,Zathin,assembly,$332.82
724,Regrant,basic,$1739.60
725,Vagram,assembly,$551.34
726,Span,basic,$1039.72
727,Asoka,basic,$249.88
728,Solarbreeze,basic,$1581.59
729,Latlux,basic,$1829.12
730,Trippledex,assembly,$1570.46
731,Biodex,basic,$800.44
732,Holdlamis,assembly,$1356.88
733,Greenlam,basic,$1021.50
734,Alphazap,basic,$1785.62
735,Ronstring,basic,$403.60
736,Matsoft,basic,$1840.70
737,Cardify,assembly,$629.59
738,Tres-Zap,basic,$998.17
739,Biodex,assembly,$1714.53
740,Lotlux,assembly,$788.74
741,Bitwolf,basic,$640.71
742,Alpha,basic,$1643.34
743,Span,bash,$390.21
744,Cookley,basic,$1001.11
745,Ventosanzap,basic,$977.19
746,Domainer,javascript,$476.64
747,Bamity,assembly,$1343.23
748,Kanlam,javascript,$1519.44
749,Temp,basic,$929.62
750,Fintone,c#,$1454.84
751,Stim,c,$1574.80
752,Duobam,basic,$1922.87
753,Flowdesk,basic,$1081.03
754,It,power_shell,$1016.87
755,Voyatouch,basic,$910.88
756,Kanlam,basic,$1225.54
757,Zamit,assembly,$550.08
758,Job,basic,$1296.09
759,Tampflex,python,$996.87
760,Regrant,bash,$173.98
761,Gembucket,javascript,$987.63
762,Cardify,basic,$387.09
763,Toughjoyfax,basic,$572.73
764,Mat Lam Tam,c#,$1989.93
765,Keylex,basic,$1599.13
766,Solarbreeze,power_shell,$780.51
767,Transcof,basic,$656.69
768,Span,javascript,$1498.36
769,Tresom,basic,$305.82
770,Cardguard,basic,$122.13
771,Redhold,basic,$1302.36
772,Namfix,basic,$935.63
773,Y-find,basic,$1471.78
774,It,basic,$1919.08
775,Job,javascript,$147.23
776,Sonair,basic,$862.65
777,Gembucket,power_shell,$1393.30
778,Daltfresh,bash,$510.10
779,Subin,basic,$384.59
780,Greenlam,assembly,$1665.57
781,Zathin,basic,$176.98
782,Rank,basic,$112.97
783,Ronstring,javascript,$1509.02
784,Voyatouch,basic,$451.15
785,Transcof,assembly,$1656.98
786,Bamity,basic,$659.82
787,Andalax,basic,$1308.65
788,Holdlamis,basic,$102.41
789,Regrant,assembly,$1599.15
790,Bigtax,c#,$1214.06
791,Domainer,basic,$1587.33
792,Ventosanzap,c#,$1354.38
793,Alphazap,javascript,$450.12
794,Fintone,assembly,$1824.62
795,Overhold,basic,$1042.62
796,Matsoft,basic,$1496.33
797,Bytecard,basic,$928.83
798,Home Ing,bash,$909.00
799,Treeflex,basic,$1159.07
800,Span,basic,$1681.29
801,Konklab,assembly,$497.52
802,Fixflex,basic,$1708.18
803,Fixflex,assembly,$277.19
804,Sonair,assembly,$342.53
805,Sub-Ex,basic,$1508.61
806,Y-Solowarm,c,$1554.03
807,Opela,assembly,$245.91
808,Sonair,basic,$935.31
809,Zamit,basic,$1588.48
810,Viva,basic,$1762.24
811,Fix San,basic,$1283.31
812,Zaam-Dox,basic,$472.86
813,Home Ing,basic,$1796.63
814,Ronstring,basic,$572.21
815,Quo Lux,basic,$1218.76
816,Sonsing,javascript,$683.27
817,Solarbreeze,javascript,$605.36
818,Ronstring,basic,$619.72
819,Regrant,assembly,$1193.83
820,Daltfresh,assembly,$1214.10
821,Redhold,assembly,$1271.54
822,Stringtough,assembly,$1154.07
823,Job,c#,$1812.64
824,Sonsing,assembly,$786.66
825,Redhold,assembly,$624.36
826,Tin,assembly,$1526.49
827,Tres-Zap,basic,$939.87
828,Y-find,basic,$1433.13
829,Hatity,basic,$199.46
830,Regrant,basic,$1402.60
831,Cardguard,basic,$368.13
832,Aerified,basic,$1989.45
833,Alpha,javascript,$1979.77
834,Zathin,assembly,$1175.94
835,Prodder,assembly,$266.82
836,Stronghold,assembly,$1546.36
837,Kanlam,javascript,$425.21
838,Matsoft,basic,$374.14
839,Toughjoyfax,c#,$809.37
840,Solarbreeze,javascript,$1885.40
841,Keylex,basic,$1987.18
842,Cardguard,basic,$1466.74
